city,lat,lon,temp_max,humidity,cloudiness,windspeed,country,date/time
san jose,37.3394,-121.895,55.4,67,20,5.75,US,1619936088
halifax,44.6453,-63.5724,39.99,75,44,3.44,CA,1619936088
vanimo,-2.6741,141.3028,84.2,72,65,3.94,PG,1619936089
arraial do cabo,-22.9661,-42.0278,72.45,69,100,8.23,BR,1619936089
buraydah,26.326,43.975,84.2,30,0,6.91,SA,1619936090
kinsale,51.7075,-8.5306,41,75,20,5.75,IE,1619936090
vanavara,60.34,102.2797,40.57,72,82,6.82,RU,1619936090
spornoye,50.8448,37.2913,64.4,42,0,11.18,RU,1619936091
north platte,41.1239,-100.7654,69.01,40,1,9.22,US,1619936091
xuddur,4.1213,43.8894,82.2,61,47,7.56,SO,1619936091
chirongui,-12.9319,45.1483,86,74,20,6.91,YT,1619936092
bhikangaon,21.8667,75.95,97.38,21,43,4.52,IN,1619936092
kununurra,-15.7667,128.7333,93.2,29,0,10.36,AU,1619936093
te anau,-45.4167,167.7167,50.11,86,0,0.36,NZ,1619936093
de-kastri,51.4667,140.7833,37.76,85,100,13.91,RU,1619936093
lianzhou,24.7811,112.3825,89.24,54,100,4.16,CN,1619936094
chernyshevskiy,63.0128,112.4714,36.86,81,100,7.02,RU,1619936094
tsiroanomandidy,-18.7667,46.0333,73.56,73,31,1.63,MG,1619936094
suntar,62.1444,117.6319,36.77,99,100,4.45,RU,1619936095
college,64.8569,-147.8028,42.8,42,75,6.91,US,1619936095
nantucket,41.2835,-70.0995,48.2,87,75,9.22,US,1619936095
chapais,49.7834,-74.8492,33.8,93,90,13.8,CA,1619936096
coquimbo,-29.9533,-71.3436,53.6,87,20,6.91,CL,1619936096
pochutla,15.7432,-96.4661,80.01,79,98,7,MX,1619936096
behbahan,30.5959,50.2417,86,39,20,13.8,IR,1619936097
gualaquiza,-3.4,-78.55,60.53,99,93,1.48,EC,1619936097
providencia,28.7167,-111.5833,75.2,31,40,4.61,MX,1619936097
umm lajj,25.0213,37.2685,94.46,17,0,22.68,SA,1619936098
olafsvik,64.8945,-23.7142,34.65,70,64,18.84,IS,1619936098
roald,62.5833,6.1333,41,70,20,11.5,NO,1619936098
balezino,57.9796,53.0106,46.26,56,2,10.22,RU,1619936099
muddebihal,16.3333,76.1333,94.93,25,4,8.23,IN,1619936099
igarka,67.4667,86.5833,32.58,99,61,4.38,RU,1619936100
kabanjahe,3.1001,98.4908,89.6,66,75,11.5,ID,1619936100
abadszalok,47.4667,20.6,66.2,72,0,9.22,HU,1619936100
birzai,56.2,24.75,42.12,61,100,6.42,LT,1619936101
calumet city,41.6156,-87.5295,68,63,1,11.5,US,1619936101
dasoguz,41.8363,59.9666,73.4,20,0,11.5,TM,1619936102
alibag,18.6411,72.8792,91.4,66,40,6.91,IN,1619936102
mulege,26.8833,-111.9833,75.45,35,78,4.74,MX,1619936102
katsuura,35.1333,140.3,71.6,40,75,20.71,JP,1619936103
marsh harbour,26.5412,-77.0636,77.11,80,75,9.55,BS,1619936103
soyaux,45.65,0.2,39.99,100,2,3.27,FR,1619936103
butembo,0.15,29.2833,62.76,86,100,0.49,CD,1619936104
bengkulu,-3.8004,102.2655,83.82,73,70,6.69,ID,1619936104
makubetsu,45.3714,141.8211,39.2,81,75,11.5,JP,1619936104
puri,19.8,85.85,95,52,20,11.5,IN,1619936105
hanzhong,33.0728,107.0303,69.96,84,100,6.44,CN,1619936105
labuan,5.2767,115.2417,89.6,66,20,6.91,MY,1619936105
beaverlodge,55.2166,-119.4361,37.4,100,40,10.36,CA,1619936106
cocal,-28.6167,-49.35,57.94,87,9,3.6,BR,1619936106
aasiaat,68.7098,-52.8699,25.2,91,10,4.85,GL,1619936107
floro,61.5996,5.0328,42.8,75,90,3.44,NO,1619936107
belize,17.25,-88.75,81,78,0,6.91,BZ,1619936107
aden,12.7794,45.0367,84.43,68,99,5.68,YE,1619936107
guarapari,-20.6667,-40.4975,73.99,100,75,5.75,BR,1619936108
cockburn town,21.4612,-71.1419,78.84,72,35,15.21,TC,1619936108
provideniya,64.3833,-173.3,25.59,60,99,6.35,RU,1619936109
maragogi,-9.0122,-35.2225,74.14,87,46,1.81,BR,1619936109
mezen,65.8522,44.24,29.28,88,100,20.31,RU,1619936109
tocopilla,-22.092,-70.1979,65.64,67,42,3.76,CL,1619936110
batagay,67.6333,134.6333,35.37,85,100,4.79,RU,1619936110
katobu,-4.9408,122.5276,89.64,51,55,6.31,ID,1619936110
launceston,-41.45,147.1667,66.99,59,85,9.22,AU,1619936111
beroroha,-21.6667,45.1667,77.27,65,99,1.12,MG,1619936111
rumphi,-11.0186,33.8575,70.63,78,29,3.91,MW,1619936111
kaka,37.3482,59.6143,78.93,30,100,6.38,TM,1619936112
uthal,25.8072,66.6219,93.79,26,29,8.97,PK,1619936112
yamada,39.4667,141.95,45.84,91,98,7.78,JP,1619936112
grafton,42.207,-71.6856,50,34,90,12.66,US,1619936113
price,39.5994,-110.8107,62.6,29,1,10.36,US,1619936113
ngunguru,-35.6167,174.5,57,82,0,0.47,NZ,1619936113
nuuk,64.1835,-51.7216,35.6,80,20,12.66,GL,1619936114
vestmanna,62.1564,-7.1664,35.6,80,40,2.3,FO,1619936114
richards bay,-28.783,32.0377,63.79,83,15,5.91,ZA,1619936114
minab,27.1467,57.0801,91.4,40,40,6.91,IR,1619936115
acapulco,16.8634,-99.8901,79.02,78,100,7.07,MX,1619936115
altay,47.8667,88.1167,46.99,28,20,10.13,CN,1619936115
martapura,-3.4167,114.85,93.2,52,40,11.5,ID,1619936116
chik,54.9928,82.4311,50,46,75,8.95,RU,1619936116
ostrov,57.3439,28.3537,42.8,61,0,6.71,RU,1619936116
matay,28.419,30.7792,85.33,18,2,12.77,EG,1619936117
road town,18.4167,-64.6167,78.01,85,7,4,VG,1619936117
manbij,36.5281,37.9549,75.2,29,0,20.89,SY,1619936118
samoylovka,51.184,43.7081,57.97,65,100,2.1,RU,1619936118
lahat,-3.8,103.5333,87.21,69,87,4.32,ID,1619936119
muzhi,65.3667,64.6667,35.13,97,97,6.69,RU,1619936119
katete,-0.7818,29.7544,69.8,62,100,0.92,UG,1619936120
manacapuru,-3.2997,-60.6206,75.2,100,75,4.61,BR,1619936120
sept-iles,50.2001,-66.3821,35.6,48,59,11.5,CA,1619936120
ust-kuyga,70.0167,135.6,33.04,98,19,3.33,RU,1619936121
carauari,-4.8828,-66.8958,70.47,99,80,2.35,BR,1619936121
abong mbang,3.9833,13.1833,68.38,97,93,1.48,CM,1619936121
colquechaca,-18.6667,-66.0167,28.13,25,7,3.44,BO,1619936122
jalu,29.0331,21.5482,89.83,12,0,10.76,LY,1619936122
semirom,31.4167,51.5667,59.23,30,0,6.93,IR,1619936122
ambilobe,-13.2,49.05,81.66,72,9,2.93,MG,1619936123
zhigansk,66.7697,123.3711,33.62,99,100,3.69,RU,1619936123
vyazemskiy,47.5378,134.7525,50.29,46,100,11.5,RU,1619936123
helsinki,60.1695,24.9355,42.01,52,0,6.91,FI,1619936124
prince rupert,54.3161,-130.3201,44.6,87,90,2.48,CA,1619936124
karratha,-20.7377,116.8463,88.97,38,11,13.38,AU,1619936124
savonlinna,61.8699,28.88,37.4,35,0,4.61,FI,1619936125
aksarka,66.5606,67.7975,33.42,100,100,5.21,RU,1619936125
kodinsk,58.6881,99.1844,39.13,94,70,6.91,RU,1619936125
bahia honda,22.9036,-83.1592,74.75,85,8,6.8,CU,1619936126
hamilton,39.1834,-84.5333,62.6,51,1,11.5,US,1619936126
jiwani,25.05,61.7417,84.69,59,11,8.41,PK,1619936126
kaitangata,-46.2817,169.8464,59,60,47,5.55,NZ,1619936127
havoysund,70.9963,24.6622,28.4,93,90,4.61,NO,1619936127
poum,-20.2333,164.0167,78.24,71,62,7.34,NC,1619936128
svencioneliai,55.1667,26,46.99,54,99,8.66,LT,1619936128
umm kaddadah,13.6017,26.6876,87.01,16,65,11.18,SD,1619936128
grand gaube,-20.0064,57.6608,82,78,13,5.99,MU,1619936129
krasnoselkup,65.7,82.4667,31.95,95,55,6.44,RU,1619936129
manzanillo,20.3433,-77.1167,72.99,80,42,2.64,CU,1619936130
salmas,38.1973,44.7653,55.4,76,75,9.22,IR,1619936130
wageningen,51.9667,5.6667,45,87,15,3.44,NL,1619936130
wattegama,6.7989,81.4808,89.6,74,40,3.44,LK,1619936131
pangody,65.85,74.4859,32.63,100,100,20.09,RU,1619936131
buala,-8.145,159.5921,82.4,76,75,1.32,SB,1619936131
lasa,46.6166,10.7002,52,87,40,6.91,IT,1619936132
robertsport,6.7533,-11.3686,81.43,80,19,7.2,LR,1619936132
mayor pablo lagerenza,-19.9309,-60.7718,69.37,69,0,5.23,PY,1619936133
kroya,-7.6331,109.2461,86.85,66,49,8.37,ID,1619936133
tual,-5.6667,132.75,83.8,71,97,12.08,ID,1619936133
gisborne,-38.6533,178.0042,50,81,1,6.38,NZ,1619936134
jiuquan,39.7432,98.5174,68.99,17,6,6.44,CN,1619936134
jackson,42.4165,-122.8345,57.2,51,90,5.75,US,1619936135
muravlenko,63.7898,74.523,32.97,99,100,18.05,RU,1619936135
najran,17.4924,44.1277,82.4,17,75,6.91,SA,1619936135
mayo,38.8876,-76.5119,59,36,75,3.44,US,1619936136
xinqing,48.2333,129.5,61.02,23,92,10.33,CN,1619936136
hofn,64.2539,-15.2082,34.32,64,100,10.71,IS,1619936136
tonantins,-2.8731,-67.8022,70.25,98,59,1.54,BR,1619936137
karangampel,-6.4622,108.4519,86.47,66,59,10.58,ID,1619936137
ola,59.5833,151.2833,37.62,60,62,3.22,RU,1619936137
ampanihy,-24.7,44.75,75.27,64,68,7.49,MG,1619936138
malakal,9.5334,31.6605,84.07,51,100,3.91,SS,1619936138
haines junction,60.7522,-137.5108,32,69,81,1.14,CA,1619936139
biak,-0.9131,122.8766,82.04,70,100,3.62,ID,1619936139
homer,59.6425,-151.5483,46,45,1,3.44,US,1619936139
mariental,-24.6333,17.9667,57.94,37,0,9.66,NA,1619936140
nanakuli,21.3906,-158.1547,77,73,90,4.61,US,1619936140
otradnoye,59.7775,30.8181,43,61,0,2.24,RU,1619936140
verkhozim,52.7122,45.418,52.05,73,97,3.49,RU,1619936141
tazovskiy,67.4667,78.7,31.08,95,100,13.18,RU,1619936141
barranca,-10.75,-77.7667,66.34,87,68,6.38,PE,1619936142
dali,25.7,100.1833,74.05,37,33,9.78,CN,1619936142
kuznechnoye,61.12,29.8686,42.01,43,19,2.82,RU,1619936142
sitka,57.0531,-135.33,42.8,81,75,8.05,US,1619936143
valparaiso,-33.0393,-71.6273,55,81,100,4.25,CL,1619936143
sotnikovo,51.8845,107.4791,41,87,90,6.71,RU,1619936144
asha,54.9973,57.2722,50.47,92,100,11.27,RU,1619936144
bonavista,48.6499,-53.1147,37.99,93,100,5.75,CA,1619936144
liepaja,56.5419,21.0367,41,70,86,11.5,LV,1619936145
olinda,-8.0089,-34.8553,71.6,88,40,2.3,BR,1619936145
makakilo city,21.3469,-158.0858,77,73,90,4.61,US,1619936145
likasi,-10.9814,26.7333,62.49,98,100,3.24,CD,1619936146
preobrazheniye,42.9019,133.9064,55.94,47,44,7.99,RU,1619936146
pucallpa,-8.3791,-74.5539,71.85,79,18,1.72,PE,1619936147
escanaba,45.7453,-87.0646,42.8,87,1,3.44,US,1619936147
akyab,20.15,92.9,87.6,59,0,11.95,MM,1619936147
vangaindrano,-23.35,47.6,74.19,86,60,3.96,MG,1619936148
larsnes,62.2028,5.5773,41,70,20,11.5,NO,1619936148
igrim,63.1906,64.4162,47.16,46,21,10.98,RU,1619936149
buchanan,5.8808,-10.0467,77,94,40,6.08,LR,1619936149
hay river,60.8156,-115.7999,23,80,100,2.3,CA,1619936149
gat,31.61,34.7642,80.01,35,5,3,IL,1619936150
hueyotlipan,18.9,-97.85,66.88,56,94,7.67,MX,1619936150
gladstone,-23.85,151.25,75.2,64,90,11.5,AU,1619936150
vila do maio,15.1333,-23.2167,69.8,73,20,16.11,CV,1619936151
alamos,27.0167,-108.9333,75,57,51,3.06,MX,1619936151
novobelokatay,55.7062,58.9549,51.57,82,100,17.58,RU,1619936151
san policarpo,12.1791,125.5072,83.26,79,73,10.04,PH,1619936152
husavik,66.0449,-17.3389,32,69,90,1.14,IS,1619936152
tessalit,20.1986,1.0114,81.36,29,0,10.09,ML,1619936153
udachnyy,66.4167,112.4,34.02,100,100,7.16,RU,1619936153
